,Unnamed: 0,Text,Source,label
154,89,90 Days-MC-Fine-$800/DL SUSPENDED-6MOS,Synthetic Data,"[{'start': 0.0, 'end': 6.0, 'text': '90 Days-MC-Fine-$800/DL SUSPENDED-6MOS', 'labels': ['INCARCERATION']}]"
155,98,CONF-30D/PAY FINE/$500/OBT ALCO TREAT,Synthetic Data,"[{'start': 5.0, 'end': 7.0, 'text': 'CONF-30D/PAY FINE/$500/OBT ALCO TREAT', 'labels': ['INCARCERATION']}]"
156,95,90 Days-CC-Fine-$700/CommServ-50Hrs/LIC SUSP-2YRS,Synthetic Data,"[{'start': 0.0, 'end': 6.0, 'text': '90 Days-CC-Fine-$700/CommServ-50Hrs/LIC SUSP-2YRS', 'labels': ['INCARCERATION']}]"
157,97,Confined-180D/Fine-$1000/CommServ-70Hrs/LIC SUSP-3YRS,Synthetic Data,"[{'start': 9.0, 'end': 12.0, 'text': 'Confined-180D/Fine-$1000/CommServ-70Hrs/LIC SUSP-3YRS', 'labels': ['INCARCERATION']}]"
158,93,Confined-120D/Fine-$900/CommServ-80Hrs/LIC SUSP-1YR,Synthetic Data,"[{'start': 9.0, 'end': 12.0, 'text': 'Confined-120D/Fine-$900/CommServ-80Hrs/LIC SUSP-1YR', 'labels': ['INCARCERATION']}]"
159,91,Jail-6MOS/Fine-$400/DL REVOCATION-2YRS,Synthetic Data,"[{'start': 5.0, 'end': 8.0, 'text': 'Jail-6MOS/Fine-$400/DL REVOCATION-2YRS', 'labels': ['INCARCERATION']}]"
160,90,Prob-3 YRS/$750 FINE/100HR COM SERV/LIC SUSP-1YR,Synthetic Data,"[{'start': None, 'end': None, 'text': 'Prob-3 YRS/$750 FINE/100HR COM SERV/LIC SUSP-1YR', 'labels': ['INCARCERATION']}]"
161,96,1 YR PROB/60 DAYS MCJ/FINE-$850/DL REVOKED-24MOS,Synthetic Data,"[{'start': 10.0, 'end': 16.0, 'text': '1 YR PROB/60 DAYS MCJ/FINE-$850/DL REVOKED-24MOS', 'labels': ['INCARCERATION']}]"
162,87,CONF-90D F/C/R-$360 COMM SERVICE-60HRS LIC SUSP-180D,Synthetic Data,"[{'start': 5.0, 'end': 7.0, 'text': 'CONF-90D F/C/R-$360 COMM SERVICE-60HRS LIC SUSP-180D', 'labels': ['INCARCERATION']}]"
163,92,"""1 YR PROB, 30 DAYS JAIL, FINE-$500, DL SUSPENDED-6MOS""",Synthetic Data,"[{'start': 11.0, 'end': 17.0, 'text': '""1 YR PROB, 30 DAYS JAIL, FINE-$500, DL SUSPENDED-6MOS""', 'labels': ['INCARCERATION']}]"
164,99,PROB-2Y/MANDT REHAB/30 HR COM SERV,Synthetic Data,"[{'start': None, 'end': None, 'text': 'PROB-2Y/MANDT REHAB/30 HR COM SERV', 'labels': ['INCARCERATION']}]"
165,86,45 DAYS/11/29 PROBATION/$600 FINE/CC/DL REVOKED-2YRS,Synthetic Data,"[{'start': 0.0, 'end': 6.0, 'text': '45 DAYS/11/29 PROBATION/$600 FINE/CC/DL REVOKED-2YRS', 'labels': ['INCARCERATION']}]"
166,348,CONFINEMENT - 30 DAYS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['INCARCERATION']}]"
167,375,CONFINEMENT OR FINE - 4 YEARS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 4 YEARS', 'labels': ['INCARCERATION']}]"
168,350,CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE', 'labels': ['INCARCERATION']}, {'start': 38, 'end': 44, 'text': 'CONFINEMENT OR FINE - 11 - 29 SUSP TO 48 HRS - $250 FINE', 'labels': ['INCARCERATION']}]"
169,307,CONFINEMENT - 3 YR IMMEDIATE PROBATION,TN,"[{'start': 14, 'end': 18, 'text': 'CONFINEMENT - 3 YR IMMEDIATE PROBATION', 'labels': ['INCARCERATION']}, {'start': 19, 'end': 38, 'text': 'CONFINEMENT - 3 YR IMMEDIATE PROBATION', 'labels': ['INCARCERATION']}]"
170,305,CONFINEMENT - 2 YEARS 30 % / RESTITUTION,TN,"[{'start': 14, 'end': 26, 'text': 'CONFINEMENT - 2 YEARS 30 % / RESTITUTION', 'labels': ['INCARCERATION']}]"
171,304,CONFINEMENT - 6 MONTHS / $100,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 6 MONTHS / $100', 'labels': ['INCARCERATION']}]"
172,414,CONFINEMENT OR FINE - SERVE 72 HRS,TN,"[{'start': 28, 'end': 34, 'text': 'CONFINEMENT OR FINE - SERVE 72 HRS', 'labels': ['INCARCERATION']}]"
173,331,CONFINEMENT OR FINE - 2 YEARS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 2 YEARS', 'labels': ['INCARCERATION']}]"
174,347,CONFINEMENT - 5 YEARS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 5 YEARS', 'labels': ['INCARCERATION']}]"
175,282,CONFINEMENT - 1 YR 6 MOS / PROBATION / CC,TN,"[{'start': 14, 'end': 24, 'text': 'CONFINEMENT - 1 YR 6 MOS / PROBATION / CC', 'labels': ['INCARCERATION']}]"
176,367,CONFINEMENT - 12 YEARS TDOC,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 12 YEARS TDOC', 'labels': ['INCARCERATION']}]"
177,404,CONFINEMENT - 5 YEARS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 5 YEARS', 'labels': ['INCARCERATION']}]"
178,378,CONFINEMENT OR FINE - 1 YR + CC + 6 YRS PROBATION,TN,[]
179,325,CONFINEMENT OR FINE - 45 DAYS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 45 DAYS', 'labels': ['INCARCERATION']}]"
180,306,CONFINEMENT - 48 HOURS,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 48 HOURS', 'labels': ['INCARCERATION']}]"
181,390,CONFINEMENT - 6 MOS,TN,"[{'start': 14, 'end': 19, 'text': 'CONFINEMENT - 6 MOS', 'labels': ['INCARCERATION']}]"
182,295,CONFINEMENT OR FINE - 4 HOURS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 4 HOURS', 'labels': ['INCARCERATION']}]"
183,415,CONFINEMENT - 30 DAYS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['INCARCERATION']}]"
184,278,CONFINEMENT OR FINE - 6 YEARS - TDOC,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 6 YEARS - TDOC', 'labels': ['INCARCERATION']}]"
185,300,"CONFINEMENT OR FINE - 48 HOURS , 250.00 DOL . FINE",TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 48 HOURS , 250.00 DOL . FINE', 'labels': ['INCARCERATION']}]"
186,285,CONFINEMENT 20 DAYS,TN,"[{'start': 12, 'end': 19, 'text': 'CONFINEMENT 20 DAYS', 'labels': ['INCARCERATION']}]"
187,389,CONFINEMENT OR FINE - 45 DAYS IN JAIL / 11 / 29 PROBATION / $600 FINE AND $188 COST / LICENSE SUSPENDED 2 YEARS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 45 DAYS IN JAIL / 11 / 29 PROBATION / $600 FINE AND $188 COST / LICENSE SUSPENDED 2 YEARS', 'labels': ['INCARCERATION']}]"
188,284,CONFINEMENT OR FINE - 3 YEARS DOC,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 3 YEARS DOC', 'labels': ['INCARCERATION']}]"
189,275,CONFINEMENT - 1 YEAR,TN,"[{'start': 14, 'end': 20, 'text': 'CONFINEMENT - 1 YEAR', 'labels': ['INCARCERATION']}]"
190,359,$100 - F & 6 MOS SUSP,TN,"[{'start': 11, 'end': 16, 'text': '$100 - F & 6 MOS SUSP', 'labels': ['INCARCERATION']}]"
191,351,CONFINEMENT - 30 DAYS TO 11 / 29,TN,"[{'start': 14, 'end': 32, 'text': 'CONFINEMENT - 30 DAYS TO 11 / 29', 'labels': ['INCARCERATION']}]"
192,310,CONFINEMENT - 11 / 29 TO SERVE 48 HRS / 8HR PSW / $75FINE / REST,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 11 / 29 TO SERVE 48 HRS / 8HR PSW / $75FINE / REST', 'labels': ['INCARCERATION']}, {'start': 31, 'end': 37, 'text': 'CONFINEMENT - 11 / 29 TO SERVE 48 HRS / 8HR PSW / $75FINE / REST', 'labels': ['INCARCERATION']}]"
193,324,CONFINEMENT - 3 YRS,TN,"[{'start': 14, 'end': 19, 'text': 'CONFINEMENT - 3 YRS', 'labels': ['INCARCERATION']}]"
194,326,CONFINEMENT 6 MO @ 75 % / SUPERVISED PROBATION AFTER RELEASE UNTIL COMPLETE,TN,"[{'start': 12, 'end': 23, 'text': 'CONFINEMENT 6 MO @ 75 % / SUPERVISED PROBATION AFTER RELEASE UNTIL COMPLETE', 'labels': ['INCARCERATION']}]"
195,320,CONFINEMENT OR FINE - 5 DAYS,TN,"[{'start': 22, 'end': 28, 'text': 'CONFINEMENT OR FINE - 5 DAYS', 'labels': ['INCARCERATION']}]"
196,400,2 YEAR SUSP TO TIME SERVED FULL REST $300 / CST,TN,"[{'start': 15, 'end': 26, 'text': '2 YEAR SUSP TO TIME SERVED FULL REST $300 / CST', 'labels': ['INCARCERATION']}, {'start': 0, 'end': 6, 'text': '2 YEAR SUSP TO TIME SERVED FULL REST $300 / CST', 'labels': ['INCARCERATION']}]"
197,337,CONFINEMENT - 30 DAYS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 30 DAYS', 'labels': ['INCARCERATION']}]"
198,420,6 MONTHS / PROBATION - 6 MONTHS / $100,TN,"[{'start': 0, 'end': 8, 'text': '6 MONTHS / PROBATION - 6 MONTHS / $100', 'labels': ['INCARCERATION']}]"
199,273,"GUILTY : $50 - F , 11 / 29 SUSP TO 20 DAYS",TN,"[{'start': 35, 'end': 42, 'text': 'GUILTY : $50 - F , 11 / 29 SUSP TO 20 DAYS', 'labels': ['INCARCERATION']}, {'start': 19, 'end': 26, 'text': 'GUILTY : $50 - F , 11 / 29 SUSP TO 20 DAYS', 'labels': ['INCARCERATION']}]"
200,394,GUILTY PLEA - 11 / 29 SUSP T / 48HRS JAIL / 6MON PROB / FINE,TN,"[{'start': 31, 'end': 36, 'text': 'GUILTY PLEA - 11 / 29 SUSP T / 48HRS JAIL / 6MON PROB / FINE', 'labels': ['INCARCERATION']}, {'start': 14, 'end': 21, 'text': 'GUILTY PLEA - 11 / 29 SUSP T / 48HRS JAIL / 6MON PROB / FINE', 'labels': ['INCARCERATION']}]"
201,298,CONFINEMENT 10 DAYS,TN,"[{'start': 12, 'end': 19, 'text': 'CONFINEMENT 10 DAYS', 'labels': ['INCARCERATION']}]"
202,341,5 YRS @ 30 % AND $2000 FINE,TN,"[{'start': 0, 'end': 12, 'text': '5 YRS @ 30 % AND $2000 FINE', 'labels': ['INCARCERATION']}]"
203,281,6 MOS . SUSPENDED,TN,"[{'start': 0, 'end': 5, 'text': '6 MOS . SUSPENDED', 'labels': ['INCARCERATION']}]"
204,336,CONFINEMENT - 1 YEAR,TN,"[{'start': 14, 'end': 20, 'text': 'CONFINEMENT - 1 YEAR', 'labels': ['INCARCERATION']}]"
205,288,CONFINEMENT OR FINE - 4 MONTHS / $50,TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 4 MONTHS / $50', 'labels': ['INCARCERATION']}]"
206,407,CONFINEMENT OR FINE - 45 DAYS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 45 DAYS', 'labels': ['INCARCERATION']}]"
207,277,CONFINEMENT OR FINE - 30 DAYS CONSECUTIVE,TN,"[{'start': 22, 'end': 41, 'text': 'CONFINEMENT OR FINE - 30 DAYS CONSECUTIVE', 'labels': ['INCARCERATION']}]"
208,361,"GUILTY PLEA - 15 YRS @ 35 % EA CT CONC / $2 , 000 EA CT",TN,"[{'start': 14, 'end': 27, 'text': 'GUILTY PLEA - 15 YRS @ 35 % EA CT CONC / $2 , 000 EA CT', 'labels': ['INCARCERATION']}]"
209,416,CONFINEMENT OR FINE - $50 - F & 30 DYS,TN,"[{'start': 32, 'end': 38, 'text': 'CONFINEMENT OR FINE - $50 - F & 30 DYS', 'labels': ['INCARCERATION']}]"
210,384,CONFINEMENT OR FINE - $250 FINE 6 MONTHS SUSP,TN,"[{'start': 32, 'end': 40, 'text': 'CONFINEMENT OR FINE - $250 FINE 6 MONTHS SUSP', 'labels': ['INCARCERATION']}]"
211,364,CONFINEMENT OR FINE - 2 YRS,TN,"[{'start': 22, 'end': 27, 'text': 'CONFINEMENT OR FINE - 2 YRS', 'labels': ['INCARCERATION']}]"
212,365,11 / 29 SUSPENDED TO 15 DAYS,TN,"[{'start': 0, 'end': 7, 'text': '11 / 29 SUSPENDED TO 15 DAYS', 'labels': ['INCARCERATION']}, {'start': 21, 'end': 28, 'text': '11 / 29 SUSPENDED TO 15 DAYS', 'labels': ['INCARCERATION']}]"
213,274,GUILTY PLEA - 16 HOURS COMMUNITY SERVICE,TN,[]
214,358,GUILTY - AGGRAV BURGLARY - 3 YRS @ 30 %,TN,"[{'start': 27, 'end': 39, 'text': 'GUILTY - AGGRAV BURGLARY - 3 YRS @ 30 %', 'labels': ['INCARCERATION']}]"
215,345,48 HRS CONFINEMENT AND $50,TN,"[{'start': 0, 'end': 6, 'text': '48 HRS CONFINEMENT AND $50', 'labels': ['INCARCERATION']}]"
216,356,"CONFINEMENT OR FINE - 9 YEARS AT 30 % TO SERVE CONSECUTIVE TO CA PAROLE VIOLATION , DNA TESTING",TN,"[{'start': 22, 'end': 37, 'text': 'CONFINEMENT OR FINE - 9 YEARS AT 30 % TO SERVE CONSECUTIVE TO CA PAROLE VIOLATION , DNA TESTING', 'labels': ['INCARCERATION']}]"
217,368,4 YRS PROB,TN,[]
218,388,CONFINEMENT 90 DAYS / $50 FINE,TN,"[{'start': 12, 'end': 19, 'text': 'CONFINEMENT 90 DAYS / $50 FINE', 'labels': ['INCARCERATION']}]"
219,328,CONFINEMENT OR FINE - 48 HOURS,TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 48 HOURS', 'labels': ['INCARCERATION']}]"
220,392,CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR,TN,"[{'start': 23, 'end': 30, 'text': 'CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR', 'labels': ['INCARCERATION']}, {'start': 39, 'end': 44, 'text': 'CONFIN & FINE - $250 - 11 / 29 SUS EXC 48HRS - DL REV 1YR', 'labels': ['INCARCERATION']}]"
221,380,GUILTY PLEA - MISD ASSAULT / 11 / 29 DAYS SUSP BUT 150 DAYS,TN,"[{'start': 29, 'end': 41, 'text': 'GUILTY PLEA - MISD ASSAULT / 11 / 29 DAYS SUSP BUT 150 DAYS', 'labels': ['INCARCERATION']}, {'start': 51, 'end': 59, 'text': 'GUILTY PLEA - MISD ASSAULT / 11 / 29 DAYS SUSP BUT 150 DAYS', 'labels': ['INCARCERATION']}]"
222,312,CONFINEMENT OR FINE - 90 DAYS / 11 / 29 SUSPENEDED,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 90 DAYS / 11 / 29 SUSPENEDED', 'labels': ['INCARCERATION']}]"
223,363,CONFINEMENT OR FINE - 30 DAYS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 30 DAYS', 'labels': ['INCARCERATION']}]"
224,342,5 YRS ( J ),TN,"[{'start': 0, 'end': 5, 'text': '5 YRS ( J )', 'labels': ['INCARCERATION']}]"
225,314,CONFINEMENT OR FINE - 30 DAYS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 30 DAYS', 'labels': ['INCARCERATION']}]"
226,417,CONFINEMENT - 8 YEARS 20 % / CC / RESTITUTION - $200,TN,"[{'start': 14, 'end': 26, 'text': 'CONFINEMENT - 8 YEARS 20 % / CC / RESTITUTION - $200', 'labels': ['INCARCERATION']}]"
227,308,CONFINEMENT - 1 YEAR,TN,"[{'start': 14, 'end': 20, 'text': 'CONFINEMENT - 1 YEAR', 'labels': ['INCARCERATION']}]"
228,349,15YRS,TN,"[{'start': 0, 'end': 5, 'text': '15YRS', 'labels': ['INCARCERATION']}]"
229,366,CONFINEMENT - 3 YEARS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 3 YEARS', 'labels': ['INCARCERATION']}]"
230,396,CONFINEMENT - 5 DAYS MITT / FINE - $50,TN,"[{'start': 14, 'end': 20, 'text': 'CONFINEMENT - 5 DAYS MITT / FINE - $50', 'labels': ['INCARCERATION']}]"
231,343,CONFINEMENT OR FINE - 48 HOURS,TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 48 HOURS', 'labels': ['INCARCERATION']}]"
232,286,CONFINEMENT - 11 / 29 - 9 MOS / FINE - $50 / CC,TN,"[{'start': 14, 'end': 29, 'text': 'CONFINEMENT - 11 / 29 - 9 MOS / FINE - $50 / CC', 'labels': ['INCARCERATION']}]"
233,301,CONTINEMENT - 3 YEARS,TN,"[{'start': 14, 'end': 21, 'text': 'CONTINEMENT - 3 YEARS', 'labels': ['INCARCERATION']}]"
234,270,CONFINEMENT - 120 DAYS,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 120 DAYS', 'labels': ['INCARCERATION']}]"
235,303,$250 6MO SUSP 2DA,TN,"[{'start': 5, 'end': 8, 'text': '$250 6MO SUSP 2DA', 'labels': ['INCARCERATION']}, {'start': 14, 'end': 17, 'text': '$250 6MO SUSP 2DA', 'labels': ['INCARCERATION']}]"
236,410,CONFINEMENT OR FINE - 9 MONTHS,TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 9 MONTHS', 'labels': ['INCARCERATION']}]"
237,272,CONFINEMENT OR FINE - 11 / 29 AT 50 % / REV LIC 2YR,TN,"[{'start': 22, 'end': 37, 'text': 'CONFINEMENT OR FINE - 11 / 29 AT 50 % / REV LIC 2YR', 'labels': ['INCARCERATION']}]"
238,387,CONFINEMENT - 6 MONTHS TO 11 MONTHS 29 DAYS,TN,"[{'start': 14, 'end': 43, 'text': 'CONFINEMENT - 6 MONTHS TO 11 MONTHS 29 DAYS', 'labels': ['INCARCERATION']}]"
239,354,CONFINEMENT 2 DAYS / PROBATION 11 - 29 / FINE $350 AND COSTS $188,TN,"[{'start': 12, 'end': 18, 'text': 'CONFINEMENT 2 DAYS / PROBATION 11 - 29 / FINE $350 AND COSTS $188', 'labels': ['INCARCERATION']}]"
240,299,4 YRS,TN,"[{'start': 0, 'end': 5, 'text': '4 YRS', 'labels': ['INCARCERATION']}]"
241,386,CONFINEMENT - 10 DAYS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 10 DAYS', 'labels': ['INCARCERATION']}]"
242,411,"CONFINEMENT OR FINE - $175.25 , 24HRS IN JAIL",TN,"[{'start': 32, 'end': 37, 'text': 'CONFINEMENT OR FINE - $175.25 , 24HRS IN JAIL', 'labels': ['INCARCERATION']}]"
243,357,CONFINEMENT OR FINE - $500 - 45 DAYS,TN,"[{'start': 29, 'end': 36, 'text': 'CONFINEMENT OR FINE - $500 - 45 DAYS', 'labels': ['INCARCERATION']}]"
244,311,CONFINEMENT - 6 MONTHS,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 6 MONTHS', 'labels': ['INCARCERATION']}]"
245,289,CONFINEMENT - 4 YEARS / FINE - $200 / COURT COSTS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 4 YEARS / FINE - $200 / COURT COSTS', 'labels': ['INCARCERATION']}]"
246,283,30 DYS,TN,"[{'start': 0, 'end': 6, 'text': '30 DYS', 'labels': ['INCARCERATION']}]"
247,317,$353.75 - 30 / 28 JAIL - 11 / 29 PROB - REV DL 1 YR,TN,"[{'start': 10, 'end': 17, 'text': '$353.75 - 30 / 28 JAIL - 11 / 29 PROB - REV DL 1 YR', 'labels': ['INCARCERATION']}]"
248,419,CONFINEMENT - 10 DAYS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 10 DAYS', 'labels': ['INCARCERATION']}]"
249,290,11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25,TN,"[{'start': 0, 'end': 7, 'text': '11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25', 'labels': ['INCARCERATION']}, {'start': 25, 'end': 32, 'text': '11 / 29 SUSPENDED EXCEPT 30 DAYS / 1 YEAR PROBATION / $425.25', 'labels': ['INCARCERATION']}]"
250,296,CONFINEMENT OR FINE - 8YR PAROLE AFTE 2YR 6MO,TN,"[{'start': 22, 'end': 25, 'text': 'CONFINEMENT OR FINE - 8YR PAROLE AFTE 2YR 6MO', 'labels': ['INCARCERATION']}, {'start': 38, 'end': 45, 'text': 'CONFINEMENT OR FINE - 8YR PAROLE AFTE 2YR 6MO', 'labels': ['INCARCERATION']}]"
251,344,CONFINEMENT - 48 HOURS / FINE / COURT COSTS,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 48 HOURS / FINE / COURT COSTS', 'labels': ['INCARCERATION']}]"
252,315,CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS', 'labels': ['INCARCERATION']}, {'start': 38, 'end': 45, 'text': 'CONFINEMENT OR FINE - 11 / 29 SUSP TO 10 DAYS / FINED AND COSTS', 'labels': ['INCARCERATION']}]"
253,362,CONFINEMENT - 50 DAYS CONC,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 50 DAYS CONC', 'labels': ['INCARCERATION']}]"
254,333,CONFINEMENT - 11 YEARS EACH COUNT CONCURRENT,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 11 YEARS EACH COUNT CONCURRENT', 'labels': ['INCARCERATION']}]"
255,279,11 / 29 TO SERVE 48 HOURS,TN,"[{'start': 17, 'end': 25, 'text': '11 / 29 TO SERVE 48 HOURS', 'labels': ['INCARCERATION']}, {'start': 0, 'end': 7, 'text': '11 / 29 TO SERVE 48 HOURS', 'labels': ['INCARCERATION']}]"
256,302,CONFINEMENT - 6 YEARS TDOC TO RUN CONCURRENT W / THEFT,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 6 YEARS TDOC TO RUN CONCURRENT W / THEFT', 'labels': ['INCARCERATION']}]"
257,379,CONFINEMENT - 30 DAYS / $50 FINE,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 30 DAYS / $50 FINE', 'labels': ['INCARCERATION']}]"
258,319,CONFINEMENT OR FINE - 150 DAYS,TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 150 DAYS', 'labels': ['INCARCERATION']}]"
259,376,CONFINEMENT - 2 YEARS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 2 YEARS', 'labels': ['INCARCERATION']}]"
260,287,CONFINEMENT - 48 HOURS CONCURRENT,TN,"[{'start': 14, 'end': 22, 'text': 'CONFINEMENT - 48 HOURS CONCURRENT', 'labels': ['INCARCERATION']}]"
261,271,6 MOS CO . JAIL,TN,"[{'start': 0, 'end': 5, 'text': '6 MOS CO . JAIL', 'labels': ['INCARCERATION']}]"
262,374,CONFINEMENT OR FINE - $25 + CC / 15 DAYS IN JAIL,TN,"[{'start': 33, 'end': 48, 'text': 'CONFINEMENT OR FINE - $25 + CC / 15 DAYS IN JAIL', 'labels': ['INCARCERATION']}]"
263,353,CONFINEMENT - 5 DAYS,TN,"[{'start': 14, 'end': 20, 'text': 'CONFINEMENT - 5 DAYS', 'labels': ['INCARCERATION']}]"
264,413,CONFINEMENT 48 HRS / SUPERVISED PROBATION,TN,"[{'start': 12, 'end': 18, 'text': 'CONFINEMENT 48 HRS / SUPERVISED PROBATION', 'labels': ['INCARCERATION']}]"
265,402,CONFINEMENT OR FINE - 2 DAYS / $25 AND COST,TN,"[{'start': 22, 'end': 28, 'text': 'CONFINEMENT OR FINE - 2 DAYS / $25 AND COST', 'labels': ['INCARCERATION']}]"
266,399,CONFINEMENT OR FINE - 18 MONTHS DEPT OF CORRECTIONS,TN,"[{'start': 22, 'end': 31, 'text': 'CONFINEMENT OR FINE - 18 MONTHS DEPT OF CORRECTIONS', 'labels': ['INCARCERATION']}]"
267,405,CONFINEMENT OR FINE - 120 DAYS,TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 120 DAYS', 'labels': ['INCARCERATION']}]"
268,335,CONFINEMENT OR FINE - 250 + CC / LIC REV 1YR / ATT SCHOOL,TN,[]
269,395,CONFINEMENT - 10 DAYS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 10 DAYS', 'labels': ['INCARCERATION']}]"
270,352,CONFINEMENT OR FINE - $750 - 30 DAYS AT 75 %,TN,"[{'start': 29, 'end': 44, 'text': 'CONFINEMENT OR FINE - $750 - 30 DAYS AT 75 %', 'labels': ['INCARCERATION']}]"
271,381,CONFINEMENT OR FINE - 5 YRS,TN,"[{'start': 22, 'end': 27, 'text': 'CONFINEMENT OR FINE - 5 YRS', 'labels': ['INCARCERATION']}]"
272,332,CONFINEMENT OR FINE - 45 DAYS / $250 FINE,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 45 DAYS / $250 FINE', 'labels': ['INCARCERATION']}]"
273,291,11MO 29DAYS SUSP TO 4 DAYS,TN,"[{'start': 20, 'end': 26, 'text': '11MO 29DAYS SUSP TO 4 DAYS', 'labels': ['INCARCERATION']}, {'start': 0, 'end': 11, 'text': '11MO 29DAYS SUSP TO 4 DAYS', 'labels': ['INCARCERATION']}]"
274,383,CONFINEMENT - 6 YEARS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 6 YEARS', 'labels': ['INCARCERATION']}]"
275,382,CONFINEMENT OR FINE - 60 DAYS,TN,"[{'start': 22, 'end': 29, 'text': 'CONFINEMENT OR FINE - 60 DAYS', 'labels': ['INCARCERATION']}]"
276,340,"G P , $300 FINE + CC , 90 DAYS SUSP EXCEPT 2 DAYS",TN,"[{'start': 43, 'end': 49, 'text': 'G P , $300 FINE + CC , 90 DAYS SUSP EXCEPT 2 DAYS', 'labels': ['INCARCERATION']}]"
277,309,CONFINEMENT OR FINE - 6 MONTHS,TN,"[{'start': 22, 'end': 30, 'text': 'CONFINEMENT OR FINE - 6 MONTHS', 'labels': ['INCARCERATION']}]"
278,393,CONFINEMENT - 20 DAYS / $50,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 20 DAYS / $50', 'labels': ['INCARCERATION']}]"
279,391,SERVE 10 DAYS ; $250 FINE,TN,"[{'start': 6, 'end': 13, 'text': 'SERVE 10 DAYS ; $250 FINE', 'labels': ['INCARCERATION']}]"
280,412,CONFINEMENT - 4 YEARS,TN,"[{'start': 14, 'end': 21, 'text': 'CONFINEMENT - 4 YEARS', 'labels': ['INCARCERATION']}]"
